movie_title,year,genre_score,genre_split,scaled_audience_rating,studio_name
The French Connection,1971,0.0,Classics,0.87,20th Century Fox
The French Connection,1971,0.0,Drama,0.87,20th Century Fox
The French Connection II,1975,1.0,Action,0.63,Fox
The French Connection II,1975,1.0,Adventure,0.63,Fox
The French Connection II,1975,0.0,Classics,0.63,Fox
The French Connection II,1975,0.0,Drama,0.63,Fox
Frequency,2000,1.0,Action,0.81,New Line Cinema
Frequency,2000,1.0,Adventure,0.81,New Line Cinema
Frequency,2000,0.0,Drama,0.81,New Line Cinema
Frequency,2000,-2.0,Mystery,0.81,New Line Cinema
Frequency,2000,-4.0,Suspense,0.81,New Line Cinema
Frequency,2000,0.0,Science Fiction,0.81,New Line Cinema
Frequency,2000,3.0,Fantasy,0.81,New Line Cinema
Fresh,1994,0.0,Drama,0.92,Miramax
Fresh,1994,-2.0,Mystery,0.92,Miramax
Fresh,1994,-4.0,Suspense,0.92,Miramax
Freshman Orientation,2007,5.0,Comedy,0.37,Regent Releasing
Frida,2002,0.0,Drama,0.85,Miramax Films
Frida,2002,1.0,Romance,0.85,Miramax Films
Friday,1995,5.0,Comedy,0.91,New Line Home Entertainment
Friday the 13th - The Final Chapter,1984,-5.0,Horror,0.5,Paramount Home Video
Friday After Next,2002,5.0,Comedy,0.75,New Line Cinema
Friday Night Lights,2004,1.0,Action,0.85,Universal Pictures
Friday Night Lights,2004,1.0,Adventure,0.85,Universal Pictures
Friday Night Lights,2004,0.0,Drama,0.85,Universal Pictures
Friday the 13th,1980,-5.0,Horror,0.6,Paramount Pictures
Friday the 13th Part 2,1981,-5.0,Horror,0.48,Paramount Studios
Friday the 13th Part 3,1982,-5.0,Horror,0.42,Paramount Home Video
Friday the 13th Part 3,1982,-2.0,Mystery,0.42,Paramount Home Video
Friday the 13th Part 3,1982,-4.0,Suspense,0.42,Paramount Home Video
"Friday the 13th, Part VI - Jason Lives",1986,-5.0,Horror,0.52,Paramount
Friday the 13th Part VII - The New Blood,1988,-5.0,Horror,0.37,Paramount Pictures
Friday the 13th Part VIII - Jason Takes Manhattan,1989,-5.0,Horror,0.27,Paramount Home Video
Friday the 13th,2009,-5.0,Horror,0.46,Warner Bros. Pictures/New Line/Paramount
Friday the 13th,2009,-2.0,Mystery,0.46,Warner Bros. Pictures/New Line/Paramount
Friday the 13th,2009,-4.0,Suspense,0.46,Warner Bros. Pictures/New Line/Paramount
Fried Green Tomatoes,1991,5.0,Comedy,0.91,Universal Pictures
Fried Green Tomatoes,1991,0.0,Drama,0.91,Universal Pictures
Friend Request,2017,0.0,Art House,0.28,Entertainment Studios Motion Pictures
Friend Request,2017,0.0,International,0.28,Entertainment Studios Motion Pictures
Friend Request,2017,-5.0,Horror,0.28,Entertainment Studios Motion Pictures
Friend Request,2017,-2.0,Mystery,0.28,Entertainment Studios Motion Pictures
Friend Request,2017,-4.0,Suspense,0.28,Entertainment Studios Motion Pictures
Friends With Benefits,2011,5.0,Comedy,0.65,Sony/Screen Gems
Friends With Kids,2012,5.0,Comedy,0.49,Roadside Attractions
Friends With Kids,2012,0.0,Drama,0.49,Roadside Attractions
Friends With Money,2006,0.0,Art House,0.4,Sony Pictures Classics
Friends With Money,2006,0.0,International,0.4,Sony Pictures Classics
Friends With Money,2006,5.0,Comedy,0.4,Sony Pictures Classics
Friends With Money,2006,0.0,Drama,0.4,Sony Pictures Classics
Fright Night,2011,5.0,Comedy,0.59,Walt Disney Pictures
Fright Night,2011,-5.0,Horror,0.59,Walt Disney Pictures
From Dusk Till Dawn,1996,0.0,Drama,0.76,Dimension Films
From Dusk Till Dawn,1996,-5.0,Horror,0.76,Dimension Films
From Dusk Till Dawn,1996,-2.0,Mystery,0.76,Dimension Films
From Dusk Till Dawn,1996,-4.0,Suspense,0.76,Dimension Films
From Hell,2001,-5.0,Horror,0.66,20th Century Fox
From Hell,2001,-2.0,Mystery,0.66,20th Century Fox
From Hell,2001,-4.0,Suspense,0.66,20th Century Fox
From Justin To Kelly,2003,5.0,Comedy,0.39,20th Century Fox
From Justin To Kelly,2003,2.0,Musical,0.39,20th Century Fox
From Justin To Kelly,2003,3.0,Performing Arts,0.39,20th Century Fox
From Justin To Kelly,2003,0.0,Television,0.39,20th Century Fox
From Justin To Kelly,2003,1.0,Romance,0.39,20th Century Fox
From Paris with Love,2010,1.0,Action,0.54,Lionsgate Films
From Paris with Love,2010,1.0,Adventure,0.54,Lionsgate Films
From Russia With Love,1964,1.0,Action,0.83,United Artists
From Russia With Love,1964,1.0,Adventure,0.83,United Artists
From Russia With Love,1964,0.0,Classics,0.83,United Artists
From Russia With Love,1964,-2.0,Mystery,0.83,United Artists
From Russia With Love,1964,-4.0,Suspense,0.83,United Artists
From the Land of the Moon (Mal de pierres),2017,0.0,Art House,0.66,IFC Films
From the Land of the Moon (Mal de pierres),2017,0.0,International,0.66,IFC Films
From the Land of the Moon (Mal de pierres),2017,0.0,Drama,0.66,IFC Films
From the Land of the Moon (Mal de pierres),2017,1.0,Romance,0.66,IFC Films
Frontera,2014,0.0,Drama,0.59,Magnolia Pictures
Frontier(s),2007,-5.0,Horror,0.53,After Dark Films
Frontier(s),2007,-2.0,Mystery,0.53,After Dark Films
Frontier(s),2007,-4.0,Suspense,0.53,After Dark Films
Frost/Nixon,2008,0.0,Drama,0.88,Universal Pictures
Frozen River,2008,0.0,Drama,0.74,Sony Pictures Classics
Fruitvale Station,2013,0.0,Drama,0.87,The Weinstein Company
Fugitive Pieces,2008,0.0,Drama,0.65,IDP Distribution
Full Frontal,2002,5.0,Comedy,0.27,Miramax Films
Full Frontal,2002,0.0,Drama,0.27,Miramax Films
Full Metal Jacket,1987,1.0,Action,0.94,Warner Bros.
Full Metal Jacket,1987,1.0,Adventure,0.94,Warner Bros.
Full Metal Jacket,1987,0.0,Drama,0.94,Warner Bros.
The Full Monty,1997,5.0,Comedy,0.79,Twentieth Century Fox Home Entertainment
The Full Monty,1997,2.0,Musical,0.79,Twentieth Century Fox Home Entertainment
The Full Monty,1997,3.0,Performing Arts,0.79,Twentieth Century Fox Home Entertainment
Fun & Fancy Free,1947,1.0,Action,0.61,RKO Pictures
Fun & Fancy Free,1947,1.0,Adventure,0.61,RKO Pictures
Fun & Fancy Free,1947,2.0,Animation,0.61,RKO Pictures
Fun & Fancy Free,1947,0.0,Classics,0.61,RKO Pictures
Fun & Fancy Free,1947,5.0,Comedy,0.61,RKO Pictures
Fun & Fancy Free,1947,5.0,Kids,0.61,RKO Pictures
Fun & Fancy Free,1947,4.0,Family,0.61,RKO Pictures
Fun & Fancy Free,1947,2.0,Musical,0.61,RKO Pictures
Fun & Fancy Free,1947,3.0,Performing Arts,0.61,RKO Pictures
Fun Size,2012,5.0,Comedy,0.47,Paramount Pictures
Fun With Dick and Jane,2005,5.0,Comedy,0.49,Columbia Pictures
Funny Girl,1968,0.0,Classics,0.85,Columbia Pictures
Funny Girl,1968,5.0,Comedy,0.85,Columbia Pictures
Funny Girl,1968,0.0,Drama,0.85,Columbia Pictures
Funny Girl,1968,2.0,Musical,0.85,Columbia Pictures
Funny Girl,1968,3.0,Performing Arts,0.85,Columbia Pictures
Funny People,2009,5.0,Comedy,0.48,Universal Pictures
Funny People,2009,0.0,Drama,0.48,Universal Pictures
Fur: An Imaginary Portrait of Diane Arbus,2006,0.0,Drama,0.63,Picturehouse
Furious 7,2015,1.0,Action,0.82,Universal Pictures
Furious 7,2015,1.0,Adventure,0.82,Universal Pictures
Furious 7,2015,-2.0,Mystery,0.82,Universal Pictures
Furious 7,2015,-4.0,Suspense,0.82,Universal Pictures
Fury,2014,1.0,Action,0.84,Sony Pictures
Fury,2014,1.0,Adventure,0.84,Sony Pictures
Fury,2014,0.0,Drama,0.84,Sony Pictures
F/X,1986,1.0,Action,0.52,Orion
F/X,1986,1.0,Adventure,0.52,Orion
F/X,1986,-2.0,Mystery,0.52,Orion
F/X,1986,-4.0,Suspense,0.52,Orion
Gabrielle,2014,0.0,Drama,0.76,Entertainment One
Gainsbourg: A Heroic Life,2011,0.0,Drama,0.68,Music Box Films
Gainsbourg: A Heroic Life,2011,2.0,Musical,0.68,Music Box Films
Gainsbourg: A Heroic Life,2011,3.0,Performing Arts,0.68,Music Box Films
Galaxy Quest,1999,5.0,Comedy,0.79,DreamWorks SKG
Galaxy Quest,1999,0.0,Science Fiction,0.79,DreamWorks SKG
Galaxy Quest,1999,3.0,Fantasy,0.79,DreamWorks SKG
Galveston,2018,1.0,Action,0.55,RLJE Films
Galveston,2018,1.0,Adventure,0.55,RLJE Films
Galveston,2018,0.0,Drama,0.55,RLJE Films
Game Night,2018,5.0,Comedy,0.77,New Line Cinema
Game Night,2018,-2.0,Mystery,0.77,New Line Cinema
Game Night,2018,-4.0,Suspense,0.77,New Line Cinema
Game 6,2005,0.0,Art House,0.38,Kindred Media Group
Game 6,2005,0.0,International,0.38,Kindred Media Group
Game 6,2005,5.0,Comedy,0.38,Kindred Media Group
Game 6,2005,0.0,Drama,0.38,Kindred Media Group
Gamer,2009,1.0,Action,0.39,Lionsgate Films
Gamer,2009,1.0,Adventure,0.39,Lionsgate Films
Gamer,2009,-2.0,Mystery,0.39,Lionsgate Films
Gamer,2009,-4.0,Suspense,0.39,Lionsgate Films
Gamer,2009,0.0,Science Fiction,0.39,Lionsgate Films
Gamer,2009,3.0,Fantasy,0.39,Lionsgate Films
Gandhi,1982,0.0,Classics,0.92,Columbia Pictures
Gandhi,1982,0.0,Drama,0.92,Columbia Pictures
Gangs of New York,2002,0.0,Classics,0.81,Miramax Films
Gangs of New York,2002,0.0,Drama,0.81,Miramax Films
Gangster No. 1,2000,1.0,Action,0.77,IFC Films
Gangster No. 1,2000,1.0,Adventure,0.77,IFC Films
Gangster No. 1,2000,0.0,Art House,0.77,IFC Films
Gangster No. 1,2000,0.0,International,0.77,IFC Films
Gangster No. 1,2000,0.0,Drama,0.77,IFC Films
Gangster No. 1,2000,-2.0,Mystery,0.77,IFC Films
Gangster No. 1,2000,-4.0,Suspense,0.77,IFC Films
Gangster Squad,2013,0.0,Drama,0.57,Warner Bros.
Garden State,2004,5.0,Comedy,0.88,Fox Searchlight
Garden State,2004,0.0,Drama,0.88,Fox Searchlight
Garden State,2004,1.0,Romance,0.88,Fox Searchlight
Garfield - The Movie,2004,1.0,Action,0.37,20th Century Fox
Garfield - The Movie,2004,1.0,Adventure,0.37,20th Century Fox
Garfield - The Movie,2004,5.0,Comedy,0.37,20th Century Fox
Garfield - The Movie,2004,5.0,Kids,0.37,20th Century Fox
Garfield - The Movie,2004,4.0,Family,0.37,20th Century Fox
Garfield: A Tail of Two Kitties,2006,2.0,Animation,0.43,20th Century Fox
Garfield: A Tail of Two Kitties,2006,5.0,Comedy,0.43,20th Century Fox
Garfield: A Tail of Two Kitties,2006,5.0,Kids,0.43,20th Century Fox
Garfield: A Tail of Two Kitties,2006,4.0,Family,0.43,20th Century Fox
GasLand,2010,0.0,Documentary,0.85,Independent Pictures
Gattaca,1997,0.0,Drama,0.87,Columbia Pictures
Gattaca,1997,0.0,Science Fiction,0.87,Columbia Pictures
Gattaca,1997,3.0,Fantasy,0.87,Columbia Pictures
Gauguin: Voyage to Tahiti,2018,0.0,Drama,0.37,Cohen Media Group
Gauguin: Voyage to Tahiti,2018,1.0,Romance,0.37,Cohen Media Group
The Gauntlet,1977,1.0,Action,0.54,Warner Home Video
The Gauntlet,1977,1.0,Adventure,0.54,Warner Home Video
The Gauntlet,1977,-2.0,Mystery,0.54,Warner Home Video
The Gauntlet,1977,-4.0,Suspense,0.54,Warner Home Video
G.B.F.,2014,5.0,Comedy,0.55,Vertical Entertainment
Gemini,2018,0.0,Drama,0.43,NEON
Gemini,2018,-2.0,Mystery,0.43,NEON
Gemini,2018,-4.0,Suspense,0.43,NEON
Gemma Bovery,2015,5.0,Comedy,0.43,Music Box Films
Gemma Bovery,2015,0.0,Drama,0.43,Music Box Films
The General's Daughter,1999,0.0,Drama,0.46,Paramount Pictures
The General's Daughter,1999,-2.0,Mystery,0.46,Paramount Pictures
The General's Daughter,1999,-4.0,Suspense,0.46,Paramount Pictures
Genius,2016,0.0,Drama,0.45,Riverstone Pictures
Gentleman's Agreement,1947,0.0,Classics,0.77,Twentieth Century Fox Home Entertainment
Gentleman's Agreement,1947,0.0,Drama,0.77,Twentieth Century Fox Home Entertainment
Gentleman's Agreement,1947,1.0,Romance,0.77,Twentieth Century Fox Home Entertainment
Gentlemen Broncos,2009,5.0,Comedy,0.43,Fox Searchlight Pictures
Gentlemen Prefer Blondes,1953,0.0,Classics,0.83,20th Century Fox
Gentlemen Prefer Blondes,1953,5.0,Comedy,0.83,20th Century Fox
Gentlemen Prefer Blondes,1953,2.0,Musical,0.83,20th Century Fox
Gentlemen Prefer Blondes,1953,3.0,Performing Arts,0.83,20th Century Fox
Gentlemen Prefer Blondes,1953,1.0,Romance,0.83,20th Century Fox
Georgia Rule,2007,5.0,Comedy,0.52,Universal Pictures
Georgia Rule,2007,0.0,Drama,0.52,Universal Pictures
Gerald's Game,2017,0.0,Drama,0.72,Netflix
Gerald's Game,2017,-5.0,Horror,0.72,Netflix
Gerald's Game,2017,-2.0,Mystery,0.72,Netflix
Gerald's Game,2017,-4.0,Suspense,0.72,Netflix
Geronimo - An American Legend,1993,1.0,Action,0.51,Sony Pictures Home Entertainment
Geronimo - An American Legend,1993,1.0,Adventure,0.51,Sony Pictures Home Entertainment
Geronimo - An American Legend,1993,0.0,Drama,0.51,Sony Pictures Home Entertainment
Geronimo - An American Legend,1993,0.0,Western,0.51,Sony Pictures Home Entertainment
Gerontophilia,2015,5.0,Comedy,0.41,Strand Releasing
Gerontophilia,2015,1.0,Romance,0.41,Strand Releasing
Gerry,2003,1.0,Action,0.61,FilmFour
Gerry,2003,1.0,Adventure,0.61,FilmFour
Gerry,2003,0.0,Art House,0.61,FilmFour
Gerry,2003,0.0,International,0.61,FilmFour
Gerry,2003,0.0,Drama,0.61,FilmFour
Gerry,2003,3.0,Special Interest,0.61,FilmFour
Get Hard,2015,5.0,Comedy,0.45,Warner Bros. Pictures
Get Low,2010,0.0,Drama,0.75,Sony Pictures Classics
Get Low,2010,-2.0,Mystery,0.75,Sony Pictures Classics
Get Low,2010,-4.0,Suspense,0.75,Sony Pictures Classics
Get Low,2010,1.0,Romance,0.75,Sony Pictures Classics
Get On Up,2014,0.0,Drama,0.68,Universal Pictures
Get Out,2017,-5.0,Horror,0.86,Universal Pictures
Get Out,2017,-2.0,Mystery,0.86,Universal Pictures
Get Out,2017,-4.0,Suspense,0.86,Universal Pictures
Get Real,1999,5.0,Comedy,0.84,Paramount Pictures
Get Real,1999,0.0,Drama,0.84,Paramount Pictures
Get Real,1999,0.0,Gay,0.84,Paramount Pictures
Get Real,1999,0.0,Lesbian,0.84,Paramount Pictures
Get Rich or Die Tryin',2005,0.0,Drama,0.7,Paramount Pictures
Get Shorty,1995,5.0,Comedy,0.7,MGM
Get Smart,2008,1.0,Action,0.67,Warner Bros. Pictures
Get Smart,2008,1.0,Adventure,0.67,Warner Bros. Pictures
Get Smart,2008,5.0,Comedy,0.67,Warner Bros. Pictures
Getaway,2013,1.0,Action,0.35,Warner Bros. Pictures
Getaway,2013,1.0,Adventure,0.35,Warner Bros. Pictures
GETT: The Trial of Viviane Amsalem,2015,0.0,Art House,0.81,Music Box Films
GETT: The Trial of Viviane Amsalem,2015,0.0,International,0.81,Music Box Films
GETT: The Trial of Viviane Amsalem,2015,0.0,Drama,0.81,Music Box Films
Getting Even With Dad,1994,5.0,Comedy,0.25,MGM Home Entertainment
Getting Even With Dad,1994,0.0,Drama,0.25,MGM Home Entertainment
Getting Even With Dad,1994,5.0,Kids,0.25,MGM Home Entertainment
Getting Even With Dad,1994,4.0,Family,0.25,MGM Home Entertainment
The Ghost and the Darkness,1996,1.0,Action,0.75,Paramount Home Video
The Ghost and the Darkness,1996,1.0,Adventure,0.75,Paramount Home Video
The Ghost and the Darkness,1996,0.0,Drama,0.75,Paramount Home Video
The Ghost and the Darkness,1996,-5.0,Horror,0.75,Paramount Home Video
Ghost Dad,1990,5.0,Comedy,0.32,MCA Universal Home Video
Ghost Dad,1990,0.0,Drama,0.32,MCA Universal Home Video
Ghost Dog - The Way of the Samurai,2000,1.0,Action,0.86,Artisan Entertainment
Ghost Dog - The Way of the Samurai,2000,1.0,Adventure,0.86,Artisan Entertainment
Ghost Dog - The Way of the Samurai,2000,5.0,Comedy,0.86,Artisan Entertainment
Ghost Dog - The Way of the Samurai,2000,0.0,Drama,0.86,Artisan Entertainment
Ghost in the Shell,2017,1.0,Action,0.51,Paramount Pictures
Ghost in the Shell,2017,1.0,Adventure,0.51,Paramount Pictures
Ghost in the Shell,2017,0.0,Drama,0.51,Paramount Pictures
Ghost in the Shell,2017,0.0,Science Fiction,0.51,Paramount Pictures
Ghost in the Shell,2017,3.0,Fantasy,0.51,Paramount Pictures
Ghost in the Shell 2 - Innocence,2004,2.0,Animation,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,2.0,Anime,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,2.0,Manga,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,0.0,Drama,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,-2.0,Mystery,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,-4.0,Suspense,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,0.0,Science Fiction,0.8,Go Fish Pictures
Ghost in the Shell 2 - Innocence,2004,3.0,Fantasy,0.8,Go Fish Pictures
Ghost Rider,2007,1.0,Action,0.48,Sony Pictures
Ghost Rider,2007,1.0,Adventure,0.48,Sony Pictures
Ghost Rider,2007,-5.0,Horror,0.48,Sony Pictures
Ghost Rider,2007,-2.0,Mystery,0.48,Sony Pictures
Ghost Rider,2007,-4.0,Suspense,0.48,Sony Pictures
Ghost Rider: Spirit of Vengeance,2012,1.0,Action,0.32,Sony Pictures
Ghost Rider: Spirit of Vengeance,2012,1.0,Adventure,0.32,Sony Pictures
Ghost Rider: Spirit of Vengeance,2012,-2.0,Mystery,0.32,Sony Pictures
Ghost Rider: Spirit of Vengeance,2012,-4.0,Suspense,0.32,Sony Pictures
Ghost Rider: Spirit of Vengeance,2012,0.0,Science Fiction,0.32,Sony Pictures
Ghost Rider: Spirit of Vengeance,2012,3.0,Fantasy,0.32,Sony Pictures
Ghost Ship,2002,-5.0,Horror,0.37,Warner Bros. Pictures
Ghost Stories,2018,0.0,Drama,0.59,IFC Midnight
Ghost Stories,2018,-2.0,Mystery,0.59,IFC Midnight
Ghost Stories,2018,-4.0,Suspense,0.59,IFC Midnight
Ghost World,2001,5.0,Comedy,0.84,United Artists
Ghost World,2001,0.0,Drama,0.84,United Artists
Ghostbusters (1984 Original),1984,1.0,Action,0.88,Columbia Pictures
Ghostbusters (1984 Original),1984,1.0,Adventure,0.88,Columbia Pictures
Ghostbusters (1984 Original),1984,5.0,Comedy,0.88,Columbia Pictures
Ghostbusters (1984 Original),1984,0.0,Science Fiction,0.88,Columbia Pictures
Ghostbusters (1984 Original),1984,3.0,Fantasy,0.88,Columbia Pictures
Ghostbusters 2,1989,5.0,Comedy,0.61,Sony Pictures Home Entertainment
Ghostbusters 2,1989,0.0,Science Fiction,0.61,Sony Pictures Home Entertainment
Ghostbusters 2,1989,3.0,Fantasy,0.61,Sony Pictures Home Entertainment
Ghostbusters,2016,1.0,Action,0.5,Sony Pictures
Ghostbusters,2016,1.0,Adventure,0.5,Sony Pictures
Ghostbusters,2016,5.0,Comedy,0.5,Sony Pictures
Ghostbusters,2016,0.0,Science Fiction,0.5,Sony Pictures
Ghostbusters,2016,3.0,Fantasy,0.5,Sony Pictures
Ghosts of Girlfriends Past,2009,5.0,Comedy,0.4,Warner Bros. Pictures
Ghosts of Girlfriends Past,2009,1.0,Romance,0.4,Warner Bros. Pictures
G.I. Jane,1997,1.0,Action,0.53,Hollywood Pictures
G.I. Jane,1997,1.0,Adventure,0.53,Hollywood Pictures
G.I. Jane,1997,0.0,Drama,0.53,Hollywood Pictures
G.I. Joe: Retaliation,2013,1.0,Action,0.48,Paramount Pictures
G.I. Joe: Retaliation,2013,1.0,Adventure,0.48,Paramount Pictures
G.I. Joe: Retaliation,2013,0.0,Science Fiction,0.48,Paramount Pictures
G.I. Joe: Retaliation,2013,3.0,Fantasy,0.48,Paramount Pictures
G.I. Joe: The Rise of Cobra,2009,1.0,Action,0.5,Paramount Pictures
G.I. Joe: The Rise of Cobra,2009,1.0,Adventure,0.5,Paramount Pictures
G.I. Joe: The Rise of Cobra,2009,0.0,Science Fiction,0.5,Paramount Pictures
G.I. Joe: The Rise of Cobra,2009,3.0,Fantasy,0.5,Paramount Pictures
Giant,1956,0.0,Classics,0.87,Warner Bros. Pictures
Giant,1956,0.0,Drama,0.87,Warner Bros. Pictures
Giant,1956,0.0,Western,0.87,Warner Bros. Pictures
Giant,1956,1.0,Romance,0.87,Warner Bros. Pictures
Giant Little Ones,2019,0.0,Drama,0.82,Vertical Entertainment
Gifted,2017,0.0,Drama,0.85,FilmNation Entertainment
Gigi,1958,0.0,Classics,0.74,MGM Home Entertainment
Gigi,1958,5.0,Comedy,0.74,MGM Home Entertainment
Gigi,1958,2.0,Musical,0.74,MGM Home Entertainment
Gigi,1958,3.0,Performing Arts,0.74,MGM Home Entertainment
Gigi,1958,1.0,Romance,0.74,MGM Home Entertainment
Gigli,2003,1.0,Action,0.13,Columbia Pictures
Gigli,2003,1.0,Adventure,0.13,Columbia Pictures
Gigli,2003,5.0,Comedy,0.13,Columbia Pictures
Gigli,2003,0.0,Drama,0.13,Columbia Pictures
Gigli,2003,1.0,Romance,0.13,Columbia Pictures
Gimme Danger,2016,0.0,Documentary,0.69,Low Mind Films
Gimme Shelter,2014,0.0,Drama,0.63,Roadside Attractions
Gimme The Loot,2013,0.0,Drama,0.65,IFC Films
Ginger & Rosa,2013,0.0,Drama,0.5,A24 Films
Ginger Snaps,2001,-5.0,Horror,0.78,DEJ Productions
Ginger Snaps,2001,-2.0,Mystery,0.78,DEJ Productions
Ginger Snaps,2001,-4.0,Suspense,0.78,DEJ Productions
Girl,2019,0.0,Art House,0.68,Netflix
Girl,2019,0.0,International,0.68,Netflix
Girl,2019,0.0,Drama,0.68,Netflix
La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),2008,0.0,Art House,0.37,IFC First Take
La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),2008,0.0,International,0.37,IFC First Take
La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),2008,5.0,Comedy,0.37,IFC First Take
La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),2008,-2.0,Mystery,0.37,IFC First Take
La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),2008,-4.0,Suspense,0.37,IFC First Take
La Fille de Monaco (The Girl from Monaco),2009,0.0,Art House,0.28,Magnolia Pictures
La Fille de Monaco (The Girl from Monaco),2009,0.0,International,0.28,Magnolia Pictures
La Fille de Monaco (The Girl from Monaco),2009,5.0,Comedy,0.28,Magnolia Pictures
La Fille de Monaco (The Girl from Monaco),2009,0.0,Drama,0.28,Magnolia Pictures
Girl In Progress,2012,5.0,Comedy,0.53,Lionsgate/Pantelion Films
Girl In Progress,2012,0.0,Drama,0.53,Lionsgate/Pantelion Films
"Girl, Interrupted",1999,0.0,Drama,0.84,Sony Pictures
Girl Most Likely,2013,5.0,Comedy,0.33,Lionsgate/Roadside Attractions
The Girl Who Played with Fire (Flickan som lekte med elden),2010,0.0,Art House,0.68,Music Box Films
The Girl Who Played with Fire (Flickan som lekte med elden),2010,0.0,International,0.68,Music Box Films
The Girl Who Played with Fire (Flickan som lekte med elden),2010,0.0,Drama,0.68,Music Box Films
The Girl Who Played with Fire (Flickan som lekte med elden),2010,-2.0,Mystery,0.68,Music Box Films
The Girl Who Played with Fire (Flickan som lekte med elden),2010,-4.0,Suspense,0.68,Music Box Films
Girl With a Pearl Earring,2004,0.0,Drama,0.68,Exhibition On Screen
Girl With a Pearl Earring,2004,3.0,Special Interest,0.68,Exhibition On Screen
Red Riding Hood,2011,-5.0,Horror,0.39,Warner Bros.
Red Riding Hood,2011,1.0,Romance,0.39,Warner Bros.
Girlfight,2000,0.0,Drama,0.75,Screen Gems
Girlfight,2000,3.0,Sports,0.75,Screen Gems
Girlfight,2000,3.0,Fitness,0.75,Screen Gems
The Girlfriend Experience,2009,0.0,Drama,0.35,Magnolia Pictures
Girlhood,2015,0.0,Drama,0.73,Strand Releasing
Girls Can't Swim,2002,0.0,Art House,0.33,Winstar
Girls Can't Swim,2002,0.0,International,0.33,Winstar
Girls Can't Swim,2002,5.0,Comedy,0.33,Winstar
Girls Can't Swim,2002,0.0,Drama,0.33,Winstar
Girls of the Sun (Les filles du soleil),2019,0.0,Art House,0.82,Cohen Media Group
Girls of the Sun (Les filles du soleil),2019,0.0,International,0.82,Cohen Media Group
Girls of the Sun (Les filles du soleil),2019,0.0,Drama,0.82,Cohen Media Group
Girls Trip,2017,5.0,Comedy,0.78,Universal Pictures
Girls Trip,2017,0.0,Drama,0.78,Universal Pictures
Girls Will Be Girls,2003,5.0,Comedy,0.8,IFC Films
Girls Will Be Girls,2003,0.0,Drama,0.8,IFC Films
Girls Will Be Girls,2003,1.0,Romance,0.8,IFC Films
Girls Will Be Girls,2003,0.0,Gay,0.8,IFC Films
Girls Will Be Girls,2003,0.0,Lesbian,0.8,IFC Films
Gladiator,2000,1.0,Action,0.87,Dreamworks Distribution LLC
Gladiator,2000,1.0,Adventure,0.87,Dreamworks Distribution LLC
Gladiator,2000,0.0,Classics,0.87,Dreamworks Distribution LLC
Gladiator,2000,0.0,Drama,0.87,Dreamworks Distribution LLC
Glass,2019,0.0,Drama,0.69,Universal Pictures
Glass,2019,-2.0,Mystery,0.69,Universal Pictures
Glass,2019,-4.0,Suspense,0.69,Universal Pictures
The Glass House,2001,0.0,Drama,0.39,The Film Sales Company
The Glass House,2001,-2.0,Mystery,0.39,The Film Sales Company
The Glass House,2001,-4.0,Suspense,0.39,The Film Sales Company
Glen or Glenda?,1953,0.0,Classics,0.33,Screen Classics Inc.
Glen or Glenda?,1953,0.0,Drama,0.33,Screen Classics Inc.
Glengarry Glen Ross,1992,0.0,Drama,0.88,Artisan Home Entertainment
Glitter,2001,0.0,Drama,0.48,20th Century Fox
Glitter,2001,2.0,Musical,0.48,20th Century Fox
Glitter,2001,3.0,Performing Arts,0.48,20th Century Fox
Gloria,2014,0.0,Art House,0.64,Roadside Attractions
Gloria,2014,0.0,International,0.64,Roadside Attractions
Gloria,2014,0.0,Drama,0.64,Roadside Attractions
Gloria Bell,2019,5.0,Comedy,0.44,A24
Gloria Bell,2019,1.0,Romance,0.44,A24
Gnomeo and Juliet,2011,1.0,Action,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,1.0,Adventure,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,2.0,Animation,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,5.0,Comedy,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,5.0,Kids,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,4.0,Family,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,2.0,Musical,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,3.0,Performing Arts,0.54,Touchstone Pictures
Gnomeo and Juliet,2011,1.0,Romance,0.54,Touchstone Pictures
Go For Sisters,2013,0.0,Drama,0.53,Variance Films
Go Tigers!,2001,0.0,Documentary,0.68,IFC Films
Go Tigers!,2001,3.0,Special Interest,0.68,IFC Films
Go Tigers!,2001,3.0,Sports,0.68,IFC Films
